                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.471,                 3.0653,                 1.4896,                 0.5897,                0.01537,                0.03023,                0.01446,                 1.4677,                 6.1502,                0.99064,             0.00036384,             0.00036384,             0.00036384
